,X,Y,time
3320,14.903683,-4.382648,56271184.0
3321,14.904638,-4.3848023,56288136.0
3322,14.904638,-4.3848023,56305084.0
3323,14.904638,-4.3848023,56322030.0
3324,14.904638,-4.3848023,56338984.0
3325,14.903683,-4.382648,56355932.0
3326,14.845085,-4.2925453,56372880.0
3327,14.845085,-4.2925453,56389830.0
3328,14.845085,-4.2925453,56406780.0
3329,14.904638,-4.3848023,56423730.0
3330,14.904638,-4.3848023,56440676.0
3331,14.899261,-4.367388,56457628.0
3332,14.899261,-4.367388,56474576.0
3333,14.899261,-4.367388,56491524.0
3334,14.899261,-4.367388,56508470.0
3335,inf,-inf,56525424.0
3336,inf,-inf,56542372.0
3337,inf,-inf,56559320.0
3338,inf,-inf,56576270.0
3339,inf,-inf,56593220.0
3340,inf,-inf,56610170.0
3341,inf,-inf,56627120.0
3342,inf,-inf,56644068.0
3343,inf,-inf,56661016.0
3344,inf,-inf,56677970.0
3345,14.70484,-4.3939743,56694916.0
3346,14.737238,-4.4158573,56711864.0
3347,14.730854,-4.5243826,56728812.0
3348,14.731071,-4.528287,56745760.0
3349,inf,-inf,56762710.0
3350,inf,-inf,56779660.0
3351,inf,-inf,56796610.0
3352,inf,-inf,56813560.0
3353,14.835718,-4.6085725,56830508.0
3354,14.772249,-4.6308913,56847456.0
3355,14.779939,-4.6568933,56864410.0
3356,14.788782,-4.6586657,56881356.0
3357,14.879486,-4.570135,56898304.0
3358,14.85761,-4.606964,56915256.0
3359,14.868286,-4.4536767,56932204.0
3360,14.883701,-4.5448046,56949150.0
3361,14.883701,-4.5448046,56966100.0
3362,14.874569,-4.4061313,56983050.0
3363,14.868991,-4.438223,57000000.0
3364,14.87929,-4.388076,57016948.0
3365,14.877056,-4.370098,57033896.0
3366,inf,-inf,57050850.0
3367,inf,-inf,57067796.0
3368,inf,-inf,57084744.0
3369,inf,-inf,57101696.0
3370,14.968521,-4.3212023,57118644.0
3371,14.972034,-4.3164835,57135590.0
3372,14.972034,-4.3164835,57152544.0
3373,14.991959,-4.3212023,57169492.0
3374,15.032115,-4.3808107,57186440.0
3375,15.044918,-4.4144144,57203388.0
3376,15.0651655,-4.4127855,57220336.0
3377,inf,-inf,57237290.0
3378,inf,-inf,57254236.0
3379,inf,-inf,57271184.0
3380,inf,-inf,57288136.0
3381,15.070093,-4.53826,57305084.0
3382,15.070093,-4.53826,57322030.0
3383,14.9781475,-4.5552797,57338984.0
3384,15.003113,-4.5537395,57355932.0
3385,14.975604,-4.5222454,57372880.0
3386,14.960659,-4.504813,57389830.0
3387,14.942536,-4.385083,57406780.0
3388,14.944596,-4.3837485,57423730.0
3389,14.943163,-4.464897,57440676.0
3390,14.953436,-4.363742,57457628.0
3391,inf,-inf,57474576.0
3392,inf,-inf,57491524.0
3393,inf,-inf,57508470.0
3394,inf,-inf,57525424.0
3395,inf,-inf,57542372.0
3396,inf,-inf,57559320.0
3397,14.975834,-4.271557,57576270.0
3398,inf,-inf,57593220.0
3399,15.055059,-4.274798,57610170.0
3400,15.047331,-4.2658257,57627120.0
3401,14.99044,-4.224169,57644068.0
3402,15.086163,-4.2723064,57661016.0
3403,15.130179,-4.346079,57677970.0
3404,15.173544,-4.388383,57694916.0
3405,15.173056,-4.3961186,57711864.0
3406,15.183406,-4.3910584,57728812.0
3407,15.182604,-4.391593,57745760.0
3408,inf,-inf,57762710.0
3409,inf,-inf,57779660.0
3410,inf,-inf,57796610.0
3411,inf,-inf,57813560.0
3412,inf,-inf,57830508.0
3413,inf,-inf,57847456.0
3414,inf,-inf,57864410.0
3415,15.144124,-4.534645,57881356.0
3416,15.159592,-4.577479,57898304.0
3417,15.1587105,-4.5999565,57915256.0
3418,15.1587105,-4.5999565,57932204.0
3419,15.1587105,-4.5999565,57949150.0
3420,15.1587105,-4.5999565,57966100.0
3421,15.174088,-4.491954,57983050.0
3422,15.155582,-4.5995803,58000000.0
3423,15.155582,-4.5995803,58016948.0
3424,15.155582,-4.5995803,58033896.0
3425,15.170763,-4.588456,58050850.0
3426,15.162989,-4.596174,58067796.0
3427,15.170763,-4.588456,58084744.0
3428,15.174088,-4.491954,58101696.0
3429,15.174088,-4.491954,58118644.0
3430,15.168354,-4.5970283,58135590.0
3431,15.168354,-4.5970283,58152544.0
3432,15.162989,-4.596174,58169492.0
3433,15.162989,-4.596174,58186440.0
3434,15.170763,-4.588456,58203388.0
3435,15.178353,-4.496693,58220336.0
3436,15.172159,-4.505241,58237290.0
3437,15.168354,-4.5970283,58254236.0
3438,15.162989,-4.596174,58271184.0
3439,15.162989,-4.596174,58288136.0
3440,15.162989,-4.596174,58305084.0
3441,15.170763,-4.588456,58322030.0
3442,15.133692,-4.569388,58338984.0
3443,15.226921,-4.493862,58355932.0
3444,inf,-inf,58372880.0
3445,15.241894,-4.38025,58389830.0
3446,15.241894,-4.38025,58406780.0
3447,15.260136,-4.3794703,58423730.0
3448,15.308765,-4.348281,58440676.0
3449,15.348455,-4.3401866,58457628.0
3450,15.372273,-4.3176107,58474576.0
3451,15.3770685,-4.3003793,58491524.0
3452,15.393351,-4.2936463,58508470.0
3453,15.400488,-4.2879143,58525424.0
3454,15.409397,-4.2918205,58542372.0
3455,15.41711,-4.2764854,58559320.0
3456,15.41711,-4.2764854,58576270.0
3457,15.41711,-4.2764854,58593220.0
3458,15.338147,-4.2689347,58610170.0
3459,15.335213,-4.2668376,58627120.0
3460,15.447315,-4.345408,58644068.0
3461,15.44581,-4.361128,58661016.0
3462,15.4226055,-4.292492,58677970.0
3463,15.459555,-4.3490953,58694916.0
3464,15.459246,-4.3479953,58711864.0
3465,inf,-inf,58728812.0
3466,inf,-inf,58745760.0
3467,inf,-inf,58762710.0
3468,inf,-inf,58779660.0
3469,inf,-inf,58796610.0
3470,inf,-inf,58813560.0
3471,15.266267,-4.4277277,58830508.0
3472,15.269573,-4.4091835,58847456.0
3473,15.259399,-4.4106154,58864410.0
3474,15.225731,-4.414669,58881356.0
3475,15.215145,-4.411477,58898304.0
3476,15.248875,-4.341902,58915256.0
3477,15.387625,-4.2862988,58932204.0
3478,15.414751,-4.270053,58949150.0
3479,15.4239435,-4.2535043,58966100.0
3480,15.420574,-4.2532816,58983050.0
3481,15.420574,-4.2532816,59000000.0
3482,15.438189,-4.2466154,59016948.0
3483,15.438189,-4.2466154,59033896.0
3484,inf,-inf,59050850.0
3485,15.447381,-4.230067,59067796.0
3486,15.447381,-4.230067,59084744.0
3487,15.463985,-4.2296104,59101696.0
3488,15.463985,-4.2296104,59118644.0
3489,15.463985,-4.2296104,59135590.0
3490,15.463985,-4.2296104,59152544.0
3491,inf,-inf,59169492.0
3492,inf,-inf,59186440.0
3493,inf,-inf,59203388.0
3494,inf,-inf,59220336.0
3495,15.51086,-4.2296104,59237290.0
3496,15.534298,-4.2296104,59254236.0
3497,inf,-inf,59271184.0
3498,inf,-inf,59288136.0
3499,inf,-inf,59305084.0
3500,inf,-inf,59322030.0
3501,15.627305,-4.269762,59338984.0
3502,15.674913,-4.3206296,59355932.0
3503,15.70042,-4.318358,59372880.0
3504,15.646033,-4.29237,59389830.0
3505,15.707832,-4.318571,59406780.0
3506,15.674118,-4.2860165,59423730.0
3507,inf,-inf,59440676.0
3508,inf,-inf,59457628.0
3509,15.70067,-4.320034,59474576.0
3510,inf,-inf,59491524.0
3511,inf,-inf,59508470.0
3512,inf,-inf,59525424.0
3513,inf,-inf,59542372.0
3514,inf,-inf,59559320.0
3515,inf,-inf,59576270.0
3516,inf,-inf,59593220.0
3517,inf,-inf,59610170.0
3518,inf,-inf,59627120.0
3519,15.577861,-4.309628,59644068.0
3520,15.577861,-4.309628,59661016.0
3521,15.636658,-4.311121,59677970.0
3522,15.6047325,-4.2919693,59694916.0
3523,15.583309,-4.2919574,59711864.0
3524,15.559716,-4.270206,59728812.0
3525,15.490631,-4.230566,59745760.0
3526,15.494565,-4.194472,59762710.0
3527,inf,-inf,59779660.0
3528,inf,-inf,59796610.0
3529,inf,-inf,59813560.0
3530,inf,-inf,59830508.0
3531,inf,-inf,59847456.0
3532,15.56625,-4.1662817,59864410.0
3533,15.691885,-4.2031093,59881356.0
3534,inf,-inf,59898304.0
3535,15.696318,-4.207737,59915256.0
3536,inf,-inf,59932204.0
3537,15.611298,-4.200243,59949150.0
3538,inf,-inf,59966100.0
3539,inf,-inf,59983050.0
3540,inf,-inf,60000000.0
3541,inf,-inf,60016948.0
3542,inf,-inf,60033896.0
3543,inf,-inf,60050850.0
3544,inf,-inf,60067796.0
3545,15.706875,-4.236594,60084744.0
3546,15.85088,-4.316972,60101696.0
3547,15.858121,-4.3139315,60118644.0
3548,15.859226,-4.3146586,60135590.0
3549,15.862122,-4.311384,60152544.0
3550,15.866621,-4.3091145,60169492.0
3551,15.867699,-4.316598,60186440.0
3552,15.876812,-4.3090973,60203388.0
3553,15.866703,-4.317828,60220336.0
3554,15.881381,-4.3198733,60237290.0
3555,15.887514,-4.318285,60254236.0
3556,inf,-inf,60271184.0
3557,inf,-inf,60288136.0
3558,inf,-inf,60305084.0
3559,16.005758,-4.4311886,60322030.0
3560,16.005758,-4.4311886,60338984.0
3561,15.950721,-4.4095573,60355932.0
3562,16.004581,-4.4404926,60372880.0
3563,16.00759,-4.458096,60389830.0
3564,15.976465,-4.4916267,60406780.0
3565,15.931712,-4.457417,60423730.0
3566,15.931712,-4.457417,60440676.0
3567,16.005703,-4.499996,60457628.0
3568,15.980133,-4.444667,60474576.0
3569,15.88517,-4.4055395,60491524.0
3570,inf,-inf,60508470.0
3571,inf,-inf,60525424.0
3572,inf,-inf,60542372.0
3573,15.87011,-4.2871447,60559320.0
3574,15.744545,-4.2180395,60576270.0
3575,15.79981,-4.217328,60593220.0
3576,15.77443,-4.198724,60610170.0
3577,inf,-inf,60627120.0
3578,15.6683445,-4.1681547,60644068.0
3579,15.601298,-4.1455655,60661016.0
3580,15.554423,-4.1455655,60677970.0
3581,15.626005,-4.160862,60694916.0
3582,15.629168,-4.176901,60711864.0
3583,15.639755,-4.2083483,60728812.0
3584,15.49725,-4.1570816,60745760.0
3585,15.466441,-4.143441,60762710.0
3586,15.53442,-4.174782,60779660.0
3587,15.490631,-4.1602535,60796610.0
3588,15.511854,-4.176202,60813560.0
3589,15.539049,-4.210137,60830508.0
3590,15.600237,-4.29604,60847456.0
3591,15.607365,-4.2941246,60864410.0
3592,15.60368,-4.3130465,60881356.0
3593,15.607365,-4.317562,60898304.0
3594,15.610613,-4.314695,60915256.0
3595,15.600216,-4.323095,60932204.0
3596,15.599825,-4.3203154,60949150.0
3597,15.581041,-4.3212805,60966100.0
3598,15.581041,-4.3212805,60983050.0
3599,15.577271,-4.3195963,61000000.0
3600,15.454899,-4.248402,61016948.0
3601,15.487545,-4.2450943,61033896.0
3602,15.466848,-4.2215323,61050850.0
3603,15.466848,-4.2215323,61067796.0
3604,15.46723,-4.223137,61084744.0
3605,15.414751,-4.223178,61101696.0
3606,15.350262,-4.229844,61118644.0
3607,inf,-inf,61135590.0
3608,15.28953,-4.230404,61152544.0
3609,15.224107,-4.2448206,61169492.0
3610,15.201207,-4.248646,61186440.0
3611,15.233683,-4.274407,61203388.0
3612,15.178697,-4.2799006,61220336.0
3613,15.09178,-4.3484964,61237290.0
3614,15.055876,-4.343911,61254236.0
3615,15.109363,-4.2974763,61271184.0
3616,14.980314,-4.4297667,61288136.0
3617,14.990805,-4.4428453,61305084.0
3618,inf,-inf,61322030.0
3619,inf,-inf,61338984.0
3620,inf,-inf,61355932.0
3621,14.908451,-4.5745735,61372880.0
3622,14.971044,-4.6423664,61389830.0
3623,14.989017,-4.695676,61406780.0
3624,14.911114,-4.644901,61423730.0
3625,15.0103245,-4.7178173,61440676.0
3626,15.014477,-4.739413,61457628.0
3627,14.946117,-4.7422924,61474576.0
3628,14.95701,-4.7508364,61491524.0
3629,14.9781,-4.765975,61508470.0
3630,14.983681,-4.776444,61525424.0
3631,14.986572,-4.780455,61542372.0
3632,14.986572,-4.780455,61559320.0
3633,14.943556,-4.7813115,61576270.0
3634,14.892822,-4.7570176,61593220.0
3635,14.967547,-4.763154,61610170.0
3636,14.848307,-4.7501607,61627120.0
3637,14.853483,-4.755134,61644068.0
3638,14.851952,-4.754974,61661016.0
3639,14.969774,-4.778972,61677970.0
3640,14.936219,-4.761611,61694916.0
3641,14.893772,-4.7605705,61711864.0
3642,14.805145,-4.7990375,61728812.0
3643,14.86546,-4.7424636,61745760.0
3644,14.859692,-4.7350864,61762710.0
3645,14.779856,-4.814371,61779660.0
3646,14.75675,-4.8838425,61796610.0
3647,14.734056,-4.929151,61813560.0
3648,14.734615,-4.9533463,61830508.0
3649,14.727233,-4.974843,61847456.0
3650,14.726,-4.9748273,61864410.0
3651,14.709543,-5.001871,61881356.0
3652,14.676062,-5.0763035,61898304.0
3653,14.67883,-5.0977397,61915256.0
3654,14.643311,-5.0999317,61932204.0
3655,14.737876,-5.093961,61949150.0
3656,14.543037,-5.1068864,61966100.0
3657,14.570512,-5.108098,61983050.0
3658,14.566269,-5.1417613,62000000.0
3659,14.564775,-5.137334,62016948.0
3660,14.540466,-5.1452427,62033896.0
3661,14.536477,-5.1456666,62050850.0
3662,14.539373,-5.144694,62067796.0
3663,14.542831,-5.1417613,62084744.0
3664,14.439823,-5.067197,62101696.0
3665,14.425743,-5.072853,62118644.0
3666,14.396459,-5.038145,62135590.0
3667,14.366778,-5.026163,62152544.0
3668,14.44805,-5.045953,62169492.0
3669,14.343996,-4.9857836,62186440.0
3670,14.338705,-4.980266,62203388.0
3671,14.318341,-4.9811506,62220336.0
3672,14.389764,-4.9802294,62237290.0
3673,14.344858,-4.9801216,62254236.0
3674,14.295404,-5.0084906,62271184.0
3675,14.2542,-5.028123,62288136.0
3676,14.244699,-5.027025,62305084.0
3677,14.228415,-5.0880475,62322030.0
3678,14.230858,-5.138918,62338984.0
3679,14.251599,-5.1666093,62355932.0
3680,14.243385,-5.1890388,62372880.0
3681,14.215235,-5.0839376,62389830.0
3682,14.2476635,-5.2141,62406780.0
3683,14.253023,-5.2333198,62423730.0
3684,14.227905,-5.261027,62440676.0
3685,14.232334,-5.2824545,62457628.0
3686,14.284033,-5.2596126,62474576.0
3687,14.29229,-5.26839,62491524.0
3688,14.298285,-5.2712145,62508470.0
3689,14.166389,-5.301005,62525424.0
3690,14.242033,-5.29797,62542372.0
3691,14.20877,-5.3005815,62559320.0
3692,14.196331,-5.297628,62576270.0
3693,14.196331,-5.297628,62593220.0
3694,14.196331,-5.297628,62610170.0
3695,14.185332,-5.3005815,62627120.0
3696,14.185332,-5.3005815,62644068.0
3697,14.185636,-5.3090754,62661016.0
3698,14.186219,-5.3006735,62677970.0
3699,14.184917,-5.296199,62694916.0
3700,14.184917,-5.296199,62711864.0
3701,14.186487,-5.2998557,62728812.0
3702,14.184917,-5.296199,62745760.0
3703,14.184917,-5.296199,62762710.0
3704,14.186487,-5.2998557,62779660.0
3705,14.181154,-5.2992,62796610.0
3706,14.186487,-5.2998557,62813560.0
3707,14.143667,-5.30791,62830508.0
3708,13.958723,-5.301502,62847456.0
3709,14.030047,-5.3022165,62864410.0
3710,13.905556,-5.292069,62881356.0
3711,13.8970785,-5.2854643,62898304.0
3712,14.003794,-5.3011217,62915256.0
3713,13.943411,-5.27622,62932204.0
3714,13.91823,-5.2784634,62949150.0
3715,13.887734,-5.2869434,62966100.0
3716,13.796881,-5.2422686,62983050.0
3717,inf,-inf,63000000.0
3718,13.792028,-5.2285266,63016948.0
3719,13.845254,-5.282951,63033896.0
3720,13.851485,-5.310483,63050850.0
3721,13.838299,-5.305023,63067796.0
3722,13.834165,-5.30529,63084744.0
3723,13.83518,-5.3082175,63101696.0
3724,13.832573,-5.311311,63118644.0
3725,13.865858,-5.348889,63135590.0
3726,13.866051,-5.370474,63152544.0
3727,13.863827,-5.369468,63169492.0
3728,13.859081,-5.3741264,63186440.0
3729,13.860064,-5.3748503,63203388.0
3730,13.864378,-5.392986,63220336.0
3731,13.886406,-5.3930473,63237290.0
3732,13.995388,-5.43542,63254236.0
3733,14.025063,-5.4394555,63271184.0
3734,14.042459,-5.44197,63288136.0
3735,14.046847,-5.4487,63305084.0
3736,14.079144,-5.4616904,63322030.0
3737,14.087482,-5.463667,63338984.0
3738,14.092737,-5.463918,63355932.0
3739,14.116175,-5.463918,63372880.0
3740,14.163204,-5.448168,63389830.0
3741,14.226597,-5.427588,63406780.0
3742,14.255925,-5.404071,63423730.0
3743,14.190638,-5.4747744,63440676.0
3744,14.27088,-5.3916473,63457628.0
3745,14.215551,-5.466178,63474576.0
3746,14.25549,-5.4173145,63491524.0
3747,14.283889,-5.366589,63508470.0
3748,14.287933,-5.347969,63525424.0
3749,14.292741,-5.3211803,63542372.0
3750,14.291731,-5.298476,63559320.0
3751,14.261162,-5.199075,63576270.0
3752,14.22234,-5.1632695,63593220.0
3753,14.19836,-5.143673,63610170.0
3754,14.103109,-5.138637,63627120.0
3755,14.101984,-5.135621,63644068.0
3756,14.223566,-5.133621,63661016.0
3757,14.099645,-5.1158333,63677970.0
3758,14.174908,-5.11899,63694916.0
3759,14.103702,-5.1321883,63711864.0
3760,14.059977,-5.1388755,63728812.0
3761,14.029291,-5.1338863,63745760.0
3762,13.916349,-5.2081776,63762710.0
3763,13.911877,-5.232342,63779660.0
3764,13.850586,-5.2867455,63796610.0
3765,13.888805,-5.231708,63813560.0
3766,13.857342,-5.2600822,63830508.0
3767,13.772332,-5.370644,63847456.0
3768,13.751379,-5.3736424,63864410.0
3769,13.704022,-5.445036,63881356.0
3770,13.664799,-5.513524,63898304.0
3771,13.656553,-5.537207,63915256.0
3772,13.630182,-5.5550804,63932204.0
3773,13.630465,-5.5606604,63949150.0
3774,13.613511,-5.610307,63966100.0
3775,13.625893,-5.6764355,63983050.0
3776,13.618706,-5.7180557,64000000.0
3777,13.611208,-5.744561,64016948.0
3778,13.608196,-5.766621,64033896.0
3779,13.621237,-5.798772,64050850.0
3780,13.654797,-5.860536,64067796.0
3781,13.682201,-5.9035354,64084744.0
3782,13.690485,-5.9378605,64101696.0
3783,13.702932,-5.956772,64118644.0
3784,13.700527,-5.9605117,64135590.0
3785,13.751873,-5.9774103,64152544.0
3786,13.798247,-6.021078,64169492.0
3787,13.859908,-6.065504,64186440.0
3788,13.86376,-6.066002,64203388.0
3789,13.86206,-6.068199,64220336.0
3790,13.903099,-6.0929117,64237290.0
3791,13.909431,-6.0893154,64254236.0
3792,13.909813,-6.0950556,64271184.0
3793,13.810713,-6.102642,64288136.0
3794,13.820191,-6.115082,64305084.0
3795,13.958333,-6.119047,64322030.0
3796,13.958333,-6.119047,64338984.0
3797,13.954849,-6.1180773,64355932.0
3798,13.976549,-6.1316457,64372880.0
3799,14.001625,-6.14258,64389830.0
3800,13.997832,-6.1443315,64406780.0
3801,13.997832,-6.1443315,64423730.0
3802,14.0004635,-6.1413045,64440676.0
3803,14.0004635,-6.1413045,64457628.0
3804,14.020738,-6.1424227,64474576.0
3805,13.908694,-6.162459,64491524.0
3806,13.960131,-6.1841497,64508470.0
3807,13.917442,-6.168002,64525424.0
3808,13.915255,-6.167489,64542372.0
3809,13.937922,-6.166871,64559320.0
3810,14.067711,-6.1718893,64576270.0
3811,14.0693,-6.1670427,64593220.0
3812,14.0693,-6.1670427,64610170.0
3813,14.070776,-6.164742,64627120.0
3814,14.118785,-6.169339,64644068.0
3815,14.185802,-6.1563907,64661016.0
3816,14.2104225,-6.1627846,64677970.0
3817,14.225374,-6.1645803,64694916.0
3818,14.141592,-6.1744814,64711864.0
3819,14.248995,-6.150171,64728812.0
3820,14.319206,-6.1234694,64745760.0
3821,14.371544,-6.096857,64762710.0
3822,14.287728,-6.121559,64779660.0
3823,14.31119,-6.1226077,64796610.0
3824,14.427261,-6.081423,64813560.0
3825,14.462943,-6.045106,64830508.0
3826,14.507393,-5.9801064,64847456.0
3827,14.452203,-6.003037,64864410.0
3828,14.581138,-5.9389076,64881356.0
3829,14.502894,-5.9889,64898304.0
3830,14.601143,-5.909794,64915256.0
3831,14.569847,-5.936679,64932204.0
3832,14.630184,-5.8925056,64949150.0
3833,14.644355,-5.868376,64966100.0
3834,14.726656,-5.7632985,64983050.0
3835,14.680753,-5.8456864,65000000.0
3836,14.740239,-5.790701,65016948.0
3837,14.759071,-5.7309313,65033896.0
3838,14.781535,-5.698922,65050850.0
3839,14.795274,-5.6740017,65067796.0
3840,14.811577,-5.6535687,65084744.0
3841,14.819368,-5.608588,65101696.0
3842,14.809847,-5.5300503,65118644.0
3843,14.72253,-5.394106,65135590.0
3844,14.80297,-5.439358,65152544.0
3845,14.699654,-5.3689356,65169492.0
3846,14.797785,-5.3978987,65186440.0
3847,14.663849,-5.336814,65203388.0
3848,14.607567,-5.311427,65220336.0
3849,14.682877,-5.3018503,65237290.0
3850,14.68273,-5.2844725,65254236.0
3851,14.677412,-5.2771363,65271184.0
3852,14.654469,-5.271121,65288136.0
3853,14.585515,-5.2779517,65305084.0
3854,14.401218,-5.3001156,65322030.0
3855,14.363186,-5.325603,65338984.0
3856,14.360931,-5.3305173,65355932.0
3857,14.328758,-5.349296,65372880.0
3858,14.309624,-5.3518143,65389830.0
3859,14.254895,-5.4202147,65406780.0
3860,14.216875,-5.453667,65423730.0
3861,14.200123,-5.4912233,65440676.0
3862,14.197538,-5.4924026,65457628.0
3863,14.178562,-5.513212,65474576.0
3864,14.160576,-5.563457,65491524.0
3865,14.141357,-5.6375713,65508470.0
3866,14.121311,-5.6789484,65525424.0
3867,14.132586,-5.676806,65542372.0
3868,14.117115,-5.7009606,65559320.0
3869,14.140402,-5.7499285,65576270.0
3870,14.142503,-5.814598,65593220.0
3871,14.147913,-5.8614073,65610170.0
3872,14.137428,-5.871804,65627120.0
3873,14.166021,-5.889693,65644068.0
3874,14.191275,-5.9343157,65661016.0
3875,14.241242,-6.0229125,65677970.0
3876,14.266113,-6.04725,65694916.0
3877,14.269703,-6.0712757,65711864.0
3878,14.291321,-6.0955133,65728812.0
3879,14.29314,-6.094713,65745760.0
3880,14.310639,-6.1194,65762710.0
3881,14.316578,-6.1181507,65779660.0
3882,14.331919,-6.14188,65796610.0
3883,14.333813,-6.1461973,65813560.0
3884,14.357514,-6.166275,65830508.0
3885,14.404389,-6.2365875,65847456.0
3886,14.426525,-6.2826633,65864410.0
3887,14.42916,-6.307736,65881356.0
3888,14.451818,-6.3083134,65898304.0
3889,14.454405,-6.3267403,65915256.0
3890,14.47132,-6.3560886,65932204.0
3891,14.51408,-6.4179955,65949150.0
3892,14.533836,-6.482536,65966100.0
3893,14.540171,-6.520196,65983050.0
3894,14.54094,-6.517723,66000000.0
3895,14.55998,-6.541853,66016948.0
3896,14.555584,-6.5899744,66033896.0
3897,14.584719,-6.661407,66050850.0
3898,14.606855,-6.7059155,66067796.0
3899,14.606855,-6.729353,66084744.0
3900,14.602043,-6.7522364,66101696.0
3901,14.601657,-6.776961,66118644.0
3902,14.631359,-6.8477736,66135590.0
3903,14.6364355,-6.9189577,66152544.0
3904,14.604029,-6.94108,66169492.0
3905,14.61887,-6.970395,66186440.0
3906,14.637102,-6.9866314,66203388.0
3907,14.644094,-7.0359726,66220336.0
3908,14.65238,-7.107337,66237290.0
3909,14.627303,-7.1819363,66254236.0
3910,14.65238,-7.201087,66271184.0
3911,14.646492,-7.219575,66288136.0
3912,14.648262,-7.2462683,66305084.0
3913,14.611515,-7.2962565,66322030.0
3914,14.602801,-7.348908,66338984.0
3915,14.572286,-7.3908854,66355932.0
3916,14.575035,-7.397235,66372880.0
3917,14.569613,-7.4128146,66389830.0
3918,14.568569,-7.41623,66406780.0
3919,14.525062,-7.4670053,66423730.0
3920,14.477119,-7.5090084,66440676.0
3921,14.459304,-7.5569725,66457628.0
3922,14.522707,-7.4718304,66474576.0
3923,14.431982,-7.578309,66491524.0
3924,14.495352,-7.487164,66508470.0
3925,14.37983,-7.6048203,66525424.0
3926,14.325306,-7.6248217,66542372.0
3927,14.290619,-7.6508303,66559320.0
3928,14.384665,-7.617831,66576270.0
3929,14.2624035,-7.6671762,66593220.0
3930,14.3601265,-7.6416044,66610170.0
3931,14.343058,-7.649407,66627120.0
3932,14.303133,-7.6858535,66644068.0
3933,14.099777,-7.704137,66661016.0
3934,14.069588,-7.688712,66677970.0
3935,14.053539,-7.6961164,66694916.0
3936,14.145809,-7.7169466,66711864.0
3937,14.021343,-7.694763,66728812.0
3938,14.118353,-7.73709,66745760.0
3939,14.063715,-7.7081237,66762710.0
3940,14.013516,-7.6874957,66779660.0
3941,13.988464,-7.6864815,66796610.0
3942,13.952749,-7.6739407,66813560.0
3943,13.942404,-7.6646013,66830508.0
3944,13.922828,-7.6391973,66847456.0
3945,13.896021,-7.5674973,66864410.0
3946,13.869001,-7.523044,66881356.0
3947,13.850441,-7.4714527,66898304.0
3948,13.846394,-7.4708076,66915256.0
3949,13.846571,-7.4504757,66932204.0
3950,13.823576,-7.4071636,66949150.0
3951,13.790928,-7.3398647,66966100.0
3952,13.775954,-7.2856092,66983050.0
3953,13.669548,-7.197381,67000000.0
3954,13.769327,-7.2436457,67016948.0
3955,13.757936,-7.213272,67033896.0
3956,13.618494,-7.1310005,67050850.0
3957,13.676378,-7.13902,67067796.0
3958,13.652283,-7.127242,67084744.0
3959,13.627871,-7.1065655,67101696.0
3960,13.628845,-7.1038046,67118640.0
3961,13.526569,-7.009024,67135590.0
3962,13.4610815,-6.965934,67152540.0
3963,13.501215,-6.9581237,67169490.0
3964,13.473549,-6.94098,67186440.0
3965,13.363716,-6.8689356,67203390.0
3966,13.3509655,-6.850477,67220340.0
3967,13.340279,-6.845498,67237290.0
3968,13.2698345,-6.8078594,67254240.0
3969,13.20232,-6.7694306,67271180.0
3970,13.173876,-6.7469673,67288136.0
3971,13.162941,-6.734929,67305090.0
3972,13.132088,-6.7277746,67322030.0
3973,13.088135,-6.7023296,67338984.0
3974,13.115985,-6.685029,67355940.0
3975,12.95735,-6.664253,67372880.0
3976,13.042856,-6.6604967,67389830.0
3977,12.915211,-6.6468954,67406776.0
3978,12.885105,-6.635781,67423730.0
3979,12.794892,-6.613312,67440680.0
3980,12.753864,-6.581952,67457624.0
3981,12.730904,-6.564248,67474580.0
3982,12.808258,-6.640181,67491530.0
3983,12.781565,-6.6412306,67508470.0
3984,12.754391,-6.619542,67525420.0
3985,12.703785,-6.573379,67542370.0
3986,12.643509,-6.519189,67559320.0
3987,12.618937,-6.497532,67576270.0
3988,12.6120205,-6.4998136,67593220.0
3989,12.600085,-6.476925,67610170.0
3990,12.5863495,-6.4694433,67627120.0
3991,12.553823,-6.399871,67644060.0
3992,12.463181,-6.2313294,67661016.0
3993,12.460728,-6.210084,67677970.0
3994,12.450889,-6.2063665,67694910.0
3995,12.493775,-6.2710514,67711864.0
3996,12.489656,-6.2588034,67728820.0
3997,12.475147,-6.260131,67745760.0
3998,12.476311,-6.2282457,67762710.0
3999,12.474951,-6.2311506,67779660.0
4000,12.475079,-6.209709,67796610.0
4001,12.473652,-6.2104383,67813560.0
4002,12.472532,-6.2074623,67830510.0
4003,12.420023,-6.0920663,67847460.0
4004,12.406457,-6.0435033,67864410.0
4005,12.4316635,-6.0991817,67881350.0
4006,12.450651,-6.076167,67898300.0
4007,12.451689,-6.051427,67915256.0
4008,12.459414,-6.0455675,67932200.0
4009,12.464865,-6.036314,67949150.0
4010,12.47905,-6.0051527,67966104.0
4011,12.472668,-6.008952,67983050.0
4012,12.489094,-6.007967,68000000.0
4013,12.4281845,-5.960322,68016950.0
4014,12.441882,-5.9606543,68033896.0
4015,12.448016,-5.9715233,68050850.0
4016,12.528405,-6.010126,68067790.0
4017,12.503457,-5.967767,68084744.0
4018,12.503077,-5.976609,68101700.0
4019,12.439525,-5.957417,68118640.0
