X,Y,time
12.840537,-11.354379,114067790.0
12.788437,-11.354169,114084744.0
12.760792,-11.339025,114101700.0
12.743234,-11.324412,114118640.0
12.789343,-11.336361,114135590.0
12.733112,-11.317403,114152540.0
12.712764,-11.321508,114169490.0
12.76017,-11.293638,114186440.0
12.771051,-11.228146,114203390.0
12.747165,-11.22539,114220340.0
12.739222,-11.291561,114237290.0
12.6910095,-11.321329,114254240.0
12.691206,-11.320054,114271180.0
12.688269,-11.319616,114288136.0
12.697128,-11.29958,114305090.0
12.693961,-11.297501,114322030.0
12.688993,-11.2969055,114338984.0
12.72945,-11.194409,114355940.0
12.715855,-11.272866,114372880.0
12.714758,-11.249603,114389830.0
