X,Y,time
12.564192,-10.9545965,111813560.0
12.486296,-10.975879,111830510.0
12.487005,-10.9529705,111847460.0
12.33868,-10.878482,111864410.0
12.4107485,-10.949409,111881350.0
12.31192,-10.854669,111898300.0
12.360096,-10.931499,111915256.0
12.356522,-10.930929,111932200.0
12.346151,-10.921925,111949150.0
12.261745,-10.7589655,111966104.0
12.251606,-10.690554,111983050.0
12.26403,-10.764039,112000000.0
12.235671,-10.759241,112016950.0
12.2441635,-10.739807,112033896.0
12.225477,-10.618347,112050850.0
12.274372,-10.522012,112067790.0
12.261059,-10.552544,112084744.0
12.285957,-10.506071,112101700.0
