X,Y,time
14.424656,-4.6278706,100711864.0
14.44886,-4.511484,100728820.0
14.4409275,-4.5670185,100745760.0
14.467023,-4.484651,100762710.0
14.472347,-4.464948,100779660.0
14.444796,-4.509486,100796610.0
14.505255,-4.383835,100813560.0
14.524204,-4.370879,100830510.0
14.449273,-4.4413967,100847460.0
14.4368,-4.465026,100864410.0
14.525405,-4.3830004,100881350.0
14.548595,-4.3788166,100898300.0
14.503933,-4.3993793,100915256.0
14.531431,-4.4105453,100932200.0
14.520721,-4.4194245,100949150.0
14.568922,-4.4784336,100966104.0
14.543831,-4.5184975,100983050.0
14.559032,-4.543106,101000000.0
14.566037,-4.4512997,101016950.0
14.553003,-4.561622,101033896.0
14.563946,-4.568877,101050850.0
14.569768,-4.5715995,101067790.0
14.572708,-4.5745792,101084744.0
14.569881,-4.4530063,101101700.0
14.573742,-4.456,101118640.0
14.5824585,-4.452132,101135590.0
14.574537,-4.457706,101152540.0
14.540779,-4.380868,101169490.0
14.5702,-4.4741473,101186440.0
14.569672,-4.5169067,101203390.0
14.559617,-4.522712,101220340.0
14.559617,-4.522712,101237290.0
14.549792,-4.5731573,101254240.0
14.537205,-4.456045,101271180.0
14.556487,-4.5671325,101288136.0
14.537205,-4.456045,101305090.0
14.553236,-4.5695114,101322030.0
14.542213,-4.5747814,101338984.0
14.543979,-4.576336,101355940.0
14.543979,-4.576336,101372880.0
14.54323,-4.5753326,101389830.0
14.539242,-4.49059,101406776.0
14.545532,-4.5769706,101423730.0
14.539009,-4.5734205,101440680.0
14.546263,-4.5781717,101457624.0
14.537739,-4.494877,101474580.0
14.531739,-4.5721784,101491530.0
14.530165,-4.5752773,101508470.0
14.531368,-4.5729723,101525420.0
14.530277,-4.5700016,101542370.0
14.531368,-4.5729723,101559320.0
14.523636,-4.5791893,101576270.0
14.523636,-4.5791893,101593220.0
14.523804,-4.576926,101610170.0
14.537169,-4.4998093,101627120.0
14.513051,-4.3822107,101644060.0
14.489808,-4.4508953,101661016.0
14.483604,-4.383072,101677970.0
14.520896,-4.488061,101694910.0
14.467768,-4.425335,101711864.0
14.505745,-4.482831,101728820.0
14.478294,-4.470707,101745760.0
14.484286,-4.4563584,101762710.0
14.44911,-4.4122105,101779660.0
14.455872,-4.450883,101796610.0
14.523637,-4.498723,101813560.0
14.397085,-4.4809785,101830510.0
14.380871,-4.48424,101847460.0
14.380598,-4.4811897,101864410.0
14.481271,-4.4838943,101881350.0
14.467123,-4.470863,101898300.0
14.313559,-4.556422,101915256.0
14.261913,-4.624075,101932200.0
14.299344,-4.5806713,101949150.0
14.218995,-4.699723,101966104.0
14.213691,-4.714136,101983050.0
14.214,-4.7168183,102000000.0
