X,Y,time
12.488957,-10.65143,113271180.0
12.467831,-10.65242,113288136.0
12.439621,-10.636698,113305090.0
12.526031,-10.577741,113322030.0
12.556569,-10.553104,113338984.0
12.620335,-10.526196,113355940.0
12.660665,-10.518762,113372880.0
12.52375,-10.519417,113389830.0
12.686396,-10.521809,113406776.0
12.695194,-10.518484,113423730.0
12.559351,-10.481491,113440680.0
12.721176,-10.516808,113457624.0
12.615692,-10.48246,113474580.0
12.805119,-10.515006,113491530.0
12.838982,-10.545429,113508470.0
12.901654,-10.587037,113525420.0
12.884185,-10.567953,113542370.0
12.805225,-10.540474,113559320.0
12.977575,-10.617094,113576270.0
13.021961,-10.671871,113593220.0
13.045947,-10.712635,113610170.0
13.04941,-10.713167,113627120.0
13.053013,-10.740137,113644060.0
13.090687,-10.738342,113661016.0
13.1135645,-10.784693,113677970.0
13.13469,-10.853661,113694910.0
13.118736,-10.940821,113711864.0
13.136707,-10.944791,113728820.0
13.133855,-10.951394,113745760.0
13.154686,-10.9825325,113762710.0
13.160374,-11.022698,113779660.0
13.147333,-11.096533,113796610.0
13.13738,-11.141829,113813560.0
13.104916,-11.171027,113830510.0
13.091701,-11.188166,113847460.0
13.080332,-11.175013,113864410.0
13.206118,-11.1417465,113881350.0
13.070283,-11.203255,113898300.0
13.181251,-11.163233,113915256.0
13.139416,-11.219561,113932200.0
12.972671,-11.272981,113949150.0
13.064867,-11.279957,113966104.0
13.060332,-11.300581,113983050.0
12.925556,-11.304018,114000000.0
13.003048,-11.307735,114016950.0
