X,Y,time
12.748816,-11.120417,114423730.0
12.836154,-11.045762,114440680.0
12.8550205,-11.03531,114457624.0
12.847616,-11.027006,114474580.0
12.874378,-11.002249,114491530.0
12.946205,-10.972212,114508470.0
12.853132,-10.966281,114525420.0
12.875968,-10.955605,114542370.0
13.055828,-10.968459,114559320.0
12.920088,-10.930767,114576270.0
13.132696,-10.967392,114593220.0
13.163478,-10.994096,114610170.0
13.2058735,-11.042522,114627120.0
13.229336,-11.0445,114644060.0
13.250284,-11.045943,114661016.0
13.302431,-11.109929,114677970.0
13.319477,-11.181865,114694910.0
13.342297,-11.207149,114711864.0
13.335741,-11.23698,114728820.0
13.356512,-11.251841,114745760.0
13.347874,-11.280511,114762710.0
13.365093,-11.304954,114779660.0
13.342976,-11.376978,114796610.0
13.384518,-11.323099,114813560.0
13.394388,-11.350737,114830510.0
13.282509,-11.461094,114847460.0
13.269024,-11.495845,114864410.0
13.335797,-11.477006,114881350.0
13.282883,-11.506303,114898300.0
13.213985,-11.518673,114915256.0
13.231672,-11.541838,114932200.0
