X,Y,time
14.908451,-4.5745735,61372880.0
14.971044,-4.6423664,61389830.0
14.989017,-4.695676,61406780.0
14.911114,-4.644901,61423730.0
15.0103245,-4.7178173,61440676.0
15.014477,-4.739413,61457628.0
14.946117,-4.7422924,61474576.0
14.95701,-4.7508364,61491524.0
14.9781,-4.765975,61508470.0
14.983681,-4.776444,61525424.0
14.986572,-4.780455,61542372.0
14.986572,-4.780455,61559320.0
14.943556,-4.7813115,61576270.0
14.892822,-4.7570176,61593220.0
14.967547,-4.763154,61610170.0
14.848307,-4.7501607,61627120.0
14.853483,-4.755134,61644068.0
14.851952,-4.754974,61661016.0
14.969774,-4.778972,61677970.0
14.936219,-4.761611,61694916.0
14.893772,-4.7605705,61711864.0
14.805145,-4.7990375,61728812.0
14.86546,-4.7424636,61745760.0
14.859692,-4.7350864,61762710.0
14.779856,-4.814371,61779660.0
14.75675,-4.8838425,61796610.0
14.734056,-4.929151,61813560.0
14.734615,-4.9533463,61830508.0
14.727233,-4.974843,61847456.0
14.726,-4.9748273,61864410.0
14.709543,-5.001871,61881356.0
14.676062,-5.0763035,61898304.0
14.67883,-5.0977397,61915256.0
14.643311,-5.0999317,61932204.0
14.737876,-5.093961,61949150.0
14.543037,-5.1068864,61966100.0
14.570512,-5.108098,61983050.0
14.566269,-5.1417613,62000000.0
14.564775,-5.137334,62016948.0
14.540466,-5.1452427,62033896.0
14.536477,-5.1456666,62050850.0
14.539373,-5.144694,62067796.0
14.542831,-5.1417613,62084744.0
14.439823,-5.067197,62101696.0
14.425743,-5.072853,62118644.0
14.396459,-5.038145,62135590.0
14.366778,-5.026163,62152544.0
14.44805,-5.045953,62169492.0
14.343996,-4.9857836,62186440.0
14.338705,-4.980266,62203388.0
14.318341,-4.9811506,62220336.0
14.389764,-4.9802294,62237290.0
14.344858,-4.9801216,62254236.0
14.295404,-5.0084906,62271184.0
14.2542,-5.028123,62288136.0
14.244699,-5.027025,62305084.0
14.228415,-5.0880475,62322030.0
14.230858,-5.138918,62338984.0
14.251599,-5.1666093,62355932.0
14.243385,-5.1890388,62372880.0
14.215235,-5.0839376,62389830.0
14.2476635,-5.2141,62406780.0
14.253023,-5.2333198,62423730.0
14.227905,-5.261027,62440676.0
14.232334,-5.2824545,62457628.0
14.284033,-5.2596126,62474576.0
14.29229,-5.26839,62491524.0
14.298285,-5.2712145,62508470.0
14.166389,-5.301005,62525424.0
14.242033,-5.29797,62542372.0
14.20877,-5.3005815,62559320.0
14.196331,-5.297628,62576270.0
14.196331,-5.297628,62593220.0
14.196331,-5.297628,62610170.0
14.185332,-5.3005815,62627120.0
14.185332,-5.3005815,62644068.0
14.185636,-5.3090754,62661016.0
14.186219,-5.3006735,62677970.0
14.184917,-5.296199,62694916.0
14.184917,-5.296199,62711864.0
14.186487,-5.2998557,62728812.0
14.184917,-5.296199,62745760.0
14.184917,-5.296199,62762710.0
14.186487,-5.2998557,62779660.0
14.181154,-5.2992,62796610.0
14.186487,-5.2998557,62813560.0
14.143667,-5.30791,62830508.0
13.958723,-5.301502,62847456.0
14.030047,-5.3022165,62864410.0
13.905556,-5.292069,62881356.0
13.8970785,-5.2854643,62898304.0
14.003794,-5.3011217,62915256.0
13.943411,-5.27622,62932204.0
13.91823,-5.2784634,62949150.0
13.887734,-5.2869434,62966100.0
13.796881,-5.2422686,62983050.0
