X,Y,time
18.790733,-11.73021,161135600.0
18.801697,-11.61039,161152540.0
18.780378,-11.700113,161169490.0
18.784988,-11.67054,161186430.0
18.78239,-11.64935,161203400.0
18.776981,-11.564033,161220340.0
18.76155,-11.506477,161237280.0
18.768225,-11.476364,161254240.0
18.729164,-11.3421335,161271180.0
18.736452,-11.394469,161288130.0
18.646164,-11.201229,161305090.0
18.669785,-11.251833,161322030.0
18.60445,-11.112097,161338980.0
18.641865,-11.20764,161355940.0
18.625067,-11.183581,161372880.0
18.587685,-11.138012,161389820.0
18.55478,-11.04329,161406780.0
18.528145,-11.014006,161423730.0
18.52713,-10.9869795,161440670.0
18.499393,-10.975722,161457630.0
18.492424,-10.832836,161474580.0
18.486027,-10.873556,161491520.0
18.460857,-10.807396,161508480.0
18.476286,-10.758965,161525420.0
18.440786,-10.731926,161542370.0
18.439152,-10.709494,161559330.0
18.427582,-10.693054,161576270.0
18.41119,-10.622534,161593220.0
18.387861,-10.548375,161610180.0
18.36884,-10.498556,161627120.0
18.350367,-10.47133,161644060.0
18.334623,-10.456039,161661020.0
18.357635,-10.415602,161677970.0
18.324493,-10.36148,161694910.0
18.296198,-10.287718,161711870.0
18.267513,-10.119813,161728820.0
18.26808,-10.216431,161745760.0
18.27276,-10.193968,161762700.0
18.252913,-10.165273,161779660.0
18.256542,-10.101198,161796600.0
18.23956,-10.021531,161813550.0
18.16735,-9.866371,161830510.0
18.204266,-9.9572735,161847460.0
18.19159,-9.943099,161864400.0
18.16521,-9.880411,161881360.0
18.12998,-9.798908,161898300.0
18.117432,-9.746981,161915250.0
18.107,-9.729105,161932210.0
18.092829,-9.700254,161949150.0
18.03364,-9.580517,161966100.0
18.031979,-9.56532,161983060.0
18.059237,-9.658846,162000000.0
18.056667,-9.660318,162016940.0
18.002602,-9.5140085,162033900.0
18.04406,-9.628151,162050850.0
18.03843,-9.614397,162067790.0
18.013865,-9.563106,162084750.0
17.968756,-9.391712,162101700.0
17.977558,-9.460515,162118640.0
17.961447,-9.4459505,162135600.0
17.958694,-9.415746,162152540.0
17.942497,-9.4019985,162169490.0
17.868465,-9.254116,162186430.0
17.825851,-9.185604,162203400.0
17.85251,-9.236506,162220340.0
17.829123,-9.212605,162237280.0
17.81978,-9.198341,162254240.0
17.811186,-9.188229,162271180.0
17.796343,-9.174904,162288130.0
17.787,-9.1632805,162305090.0
17.782833,-9.1598425,162322030.0
17.75191,-9.120707,162338980.0
17.709688,-9.052091,162355940.0
17.686085,-9.02572,162372880.0
17.65855,-9.001161,162389820.0
17.673006,-8.965345,162406780.0
17.634804,-8.979749,162423730.0
17.617725,-8.950393,162440670.0
17.591873,-8.909981,162457630.0
17.564869,-8.843224,162474580.0
17.561203,-8.80541,162491520.0
17.519974,-8.790691,162508480.0
17.503286,-8.763176,162525420.0
17.520119,-8.755173,162542370.0
17.47125,-8.737143,162559330.0
17.451181,-8.668702,162576270.0
17.444096,-8.604496,162593220.0
17.422724,-8.553878,162610180.0
17.421268,-8.414572,162627120.0
17.421734,-8.532106,162644060.0
17.422316,-8.5001545,162661020.0
17.413002,-8.482174,162677970.0
17.403795,-8.466877,162694910.0
17.40103,-8.39562,162711870.0
17.41447,-8.339602,162728820.0
17.4147,-8.1846285,162745760.0
17.394154,-8.27455,162762700.0
17.388386,-8.27154,162779660.0
17.425575,-8.124105,162796600.0
17.433022,-8.120627,162813550.0
17.425373,-8.095326,162830510.0
17.396763,-8.206291,162847460.0
17.38025,-8.18149,162864400.0
17.384876,-8.106644,162881360.0
17.401058,-8.080916,162898300.0
17.43539,-8.048056,162915250.0
