X,Y,time
12.459466,-10.651963,126610170.0
12.470337,-10.64499,126627120.0
12.456945,-10.640228,126644060.0
12.4578495,-10.620581,126661016.0
12.444803,-10.542986,126677970.0
12.438759,-10.582494,126694910.0
12.447767,-10.503307,126711864.0
12.447152,-10.450595,126728820.0
12.465589,-10.437201,126745760.0
12.503372,-10.425485,126762710.0
12.563673,-10.3341255,126779660.0
12.587202,-10.321248,126796610.0
12.671908,-10.297306,126813560.0
12.579985,-10.274593,126830510.0
12.742342,-10.277567,126847460.0
12.606794,-10.248981,126864410.0
12.607627,-10.252594,126881350.0
12.808668,-10.258516,126898300.0
12.746851,-10.247116,126915256.0
12.924751,-10.28392,126932200.0
12.96779,-10.314049,126949150.0
12.976618,-10.312132,126966104.0
13.011772,-10.343988,126983050.0
13.018948,-10.337154,127000000.0
13.071638,-10.408737,127016950.0
13.090007,-10.461243,127033896.0
13.1055565,-10.47965,127050850.0
13.118141,-10.505251,127067790.0
13.128616,-10.504272,127084744.0
13.15373,-10.549665,127101700.0
13.140522,-10.644731,127118640.0
13.164843,-10.585443,127135590.0
13.163485,-10.61009,127152540.0
13.179734,-10.634642,127169490.0
13.102457,-10.770302,127186440.0
13.115257,-10.762263,127203390.0
13.20377,-10.683181,127220340.0
13.177949,-10.7085705,127237290.0
13.171203,-10.742407,127254240.0
13.055646,-10.907806,127271180.0
13.002774,-10.927849,127288136.0
12.992449,-10.951955,127305090.0
12.979542,-10.969732,127322030.0
12.968479,-10.959881,127338984.0
12.96357,-10.966679,127355940.0
12.948973,-10.992063,127372880.0
12.8680935,-11.062269,127389830.0
12.863102,-11.098547,127406776.0
12.824784,-11.101708,127423730.0
12.937101,-11.044197,127440680.0
12.821986,-11.117693,127457624.0
12.908339,-11.08479,127474580.0
12.836983,-11.130046,127491530.0
