X,Y,time
12.14489,-6.7027545,85694910.0
12.14489,-6.7027545,85711864.0
12.197073,-6.6615486,85728820.0
12.194146,-6.6446357,85745760.0
12.154575,-6.702363,85762710.0
12.166956,-6.699542,85779660.0
12.1980095,-6.6180897,85796610.0
12.173341,-6.700557,85813560.0
12.206331,-6.631793,85830510.0
12.131182,-6.6681595,85847460.0
12.21696,-6.6303077,85864410.0
12.209585,-6.637931,85881350.0
12.209585,-6.637931,85898300.0
12.191494,-6.591504,85915256.0
12.219509,-6.606968,85932200.0
12.219509,-6.606968,85949150.0
12.156933,-6.651253,85966104.0
12.156933,-6.651253,85983050.0
12.22104,-6.5770025,86000000.0
12.231573,-6.584589,86016950.0
12.169576,-6.625141,86033896.0
12.222879,-6.562253,86050850.0
