X,Y,time
13.736667,-5.0688477,71881350.0
13.731392,-5.0646963,71898300.0
13.650623,-5.0790014,71915256.0
13.791269,-5.0622993,71932200.0
13.658222,-5.054098,71949150.0
13.8136,-5.089984,71966104.0
13.815683,-5.086952,71983050.0
13.8381195,-5.0924854,72000000.0
13.8381195,-5.0924854,72016950.0
13.8381195,-5.0924854,72033896.0
13.837326,-5.098262,72050850.0
13.837326,-5.098262,72067790.0
13.841925,-5.087287,72084744.0
13.8464985,-5.084071,72101700.0
13.810085,-5.0737567,72118640.0
13.807314,-5.0789666,72135590.0
13.807314,-5.0789666,72152540.0
13.807228,-5.0822797,72169490.0
13.955578,-5.1269436,72186440.0
14.004108,-5.1553683,72203390.0
14.028554,-5.1807885,72220340.0
14.02676,-5.1809044,72237290.0
14.029392,-5.1844435,72254240.0
14.05537,-5.172391,72271180.0
14.128856,-5.21955,72288136.0
14.175999,-5.2713475,72305090.0
14.215991,-5.319461,72322030.0
14.219238,-5.3206873,72338984.0
14.231506,-5.322191,72355940.0
14.292935,-5.364582,72372880.0
14.316223,-5.4421654,72389830.0
14.333126,-5.484214,72406776.0
14.328967,-5.3903384,72423730.0
14.358042,-5.535765,72440680.0
14.36293,-5.5787377,72457624.0
14.388195,-5.6533394,72474580.0
14.373344,-5.7252088,72491530.0
14.347621,-5.7488713,72508470.0
14.336262,-5.76968,72525420.0
14.3559475,-5.814921,72542370.0
14.300274,-5.870845,72559320.0
14.384314,-5.842378,72576270.0
14.232625,-5.922831,72593220.0
14.364191,-5.9070587,72610170.0
14.351856,-5.92279,72627120.0
14.303418,-5.9466853,72644060.0
14.08131,-5.9682417,72661016.0
14.035475,-5.961128,72677970.0
14.018248,-5.9623613,72694910.0
14.001753,-5.95341,72711864.0
13.975275,-5.9626136,72728820.0
14.024051,-5.9830317,72745760.0
13.95097,-5.9609933,72762710.0
13.937473,-5.9523177,72779660.0
13.861456,-5.833994,72796610.0
13.8869095,-5.9345713,72813560.0
13.856674,-5.8683376,72830510.0
13.8312645,-5.78794,72847460.0
13.819218,-5.744296,72864410.0
13.80814,-5.7282276,72881350.0
13.796549,-5.7091074,72898300.0
13.788869,-5.68214,72915256.0
13.799917,-5.676142,72932200.0
13.805378,-5.5925527,72949150.0
13.841712,-5.5341096,72966104.0
13.97095,-5.435055,72983050.0
13.968655,-5.4224815,73000000.0
13.989124,-5.4045897,73016950.0
14.017047,-5.364431,73033896.0
14.030428,-5.3825994,73050850.0
14.126385,-5.303579,73067790.0
14.153346,-5.289608,73084744.0
14.159394,-5.2740154,73101700.0
14.180994,-5.254422,73118640.0
14.194539,-5.2540054,73135590.0
14.219154,-5.2348356,73152540.0
14.284971,-5.226446,73169490.0
14.193904,-5.224819,73186440.0
14.232588,-5.2120175,73203390.0
14.37636,-5.220804,73220340.0
14.27566,-5.2120786,73237290.0
14.454497,-5.2476406,73254240.0
14.505325,-5.2926483,73271180.0
14.520275,-5.321726,73288136.0
14.533484,-5.320654,73305090.0
14.540136,-5.25168,73322030.0
14.557385,-5.3736434,73338984.0
14.544779,-5.4000626,73355940.0
14.532864,-5.426428,73372880.0
14.530057,-5.4476967,73389830.0
14.596004,-5.3591847,73406776.0
14.49931,-5.4438086,73423730.0
14.491945,-5.461833,73440680.0
14.492821,-5.4664836,73457624.0
14.487417,-5.466718,73474580.0
14.638453,-5.416166,73491530.0
14.661448,-5.420761,73508470.0
14.688625,-5.414627,73525420.0
14.708324,-5.413804,73542370.0
14.7342205,-5.4151573,73559320.0
14.733473,-5.4133124,73576270.0
14.736703,-5.4245186,73593220.0
14.735394,-5.438253,73610170.0
14.741287,-5.435825,73627120.0
14.758831,-5.438253,73644060.0
14.747725,-5.4411983,73661016.0
14.747725,-5.4411983,73677970.0
14.73769,-5.448321,73694910.0
14.7015705,-5.459291,73711864.0
14.489929,-5.474725,73728820.0
14.44751,-5.4601426,73745760.0
14.430244,-5.482772,73762710.0
14.42397,-5.486685,73779660.0
14.522235,-5.4897165,73796610.0
14.397713,-5.4855876,73813560.0
14.346144,-5.472149,73830510.0
14.289891,-5.4459105,73847460.0
14.254881,-5.4181123,73864410.0
14.331537,-5.4874806,73881350.0
14.312917,-5.4866953,73898300.0
14.216421,-5.3779573,73915256.0
14.186678,-5.344952,73932200.0
14.195048,-5.38962,73949150.0
14.178591,-5.3620987,73966104.0
14.162344,-5.3367853,73983050.0
14.140019,-5.2036347,74000000.0
14.139471,-5.1874113,74016950.0
14.131535,-5.139571,74033896.0
14.15485,-5.067015,74050850.0
14.179055,-5.0402,74067790.0
14.1276455,-5.1121244,74084744.0
14.1394615,-5.0965104,74101700.0
14.131682,-5.032997,74118640.0
14.2774,-4.931035,74135590.0
14.317715,-4.909573,74152540.0
14.332207,-4.8993998,74169490.0
14.342548,-4.878046,74186440.0
14.231125,-4.86369,74203390.0
14.364163,-4.874695,74220340.0
14.271008,-4.832708,74237290.0
14.275855,-4.831918,74254240.0
14.291006,-4.817024,74271180.0
14.378405,-4.8834257,74288136.0
14.387064,-4.883293,74305090.0
14.39627,-4.8865643,74322030.0
14.399885,-4.8864207,74338984.0
14.400115,-4.8880415,74355940.0
14.371349,-4.781498,74372880.0
14.428717,-4.901706,74389830.0
14.434172,-4.8999977,74406776.0
14.436935,-4.8800926,74423730.0
14.440643,-4.8756504,74440680.0
14.439646,-4.872372,74457624.0
14.446596,-4.871912,74474580.0
14.451,-4.8805723,74491530.0
14.474876,-4.9224863,74508470.0
14.496647,-4.9981384,74525420.0
14.503403,-5.0221567,74542370.0
14.495926,-5.0377274,74559320.0
14.494179,-5.0677876,74576270.0
14.513537,-5.07117,74593220.0
14.53864,-5.140765,74610170.0
14.516987,-5.2129803,74627120.0
14.506304,-5.255252,74644060.0
14.490032,-5.2784314,74661016.0
14.49077,-5.283856,74677970.0
14.487354,-5.327941,74694910.0
14.457773,-5.378253,74711864.0
14.417461,-5.4255323,74728820.0
14.507528,-5.380181,74745760.0
14.501545,-5.3952622,74762710.0
14.380917,-5.489869,74779660.0
14.436387,-5.478857,74796610.0
14.383831,-5.532003,74813560.0
14.35667,-5.55326,74830510.0
14.326994,-5.5634828,74847460.0
14.30466,-5.5658875,74864410.0
14.105604,-5.5799866,74881350.0
14.030102,-5.563304,74898300.0
13.993702,-5.5406694,74915256.0
14.071824,-5.6125793,74932200.0
13.952547,-5.5329003,74949150.0
13.972982,-5.5677023,74966104.0
13.931795,-5.53695,74983050.0
13.896572,-5.5007095,75000000.0
13.858061,-5.48729,75016950.0
13.859034,-5.4807525,75033896.0
13.833761,-5.4408717,75050850.0
13.827042,-5.3714066,75067790.0
13.810601,-5.32174,75084744.0
13.815683,-5.280509,75101700.0
13.803105,-5.2586794,75118640.0
13.798851,-5.2341003,75135590.0
13.823723,-5.190197,75152540.0
13.96517,-5.0512986,75169490.0
13.910055,-5.0775137,75186440.0
14.015821,-5.034068,75203390.0
14.021374,-5.014012,75220340.0
13.951895,-4.9921203,75237290.0
14.061312,-4.992705,75254240.0
14.057267,-4.9913197,75271180.0
14.095347,-4.9740267,75288136.0
14.010067,-4.982193,75305090.0
14.187931,-4.9837556,75322030.0
14.214451,-5.0075073,75338984.0
14.1182,-4.9307823,75355940.0
14.2387295,-5.0156817,75372880.0
14.293566,-5.0572996,75389830.0
14.305741,-5.137656,75406776.0
14.325605,-5.15904,75423730.0
14.322056,-5.1879053,75440680.0
14.343523,-5.1846185,75457624.0
14.335072,-5.207049,75474580.0
14.328873,-5.290768,75491530.0
14.353518,-5.35158,75508470.0
14.375103,-5.260196,75525420.0
14.305506,-5.4121113,75542370.0
14.322409,-5.4233465,75559320.0
14.314845,-5.4898314,75576270.0
14.287308,-5.565407,75593220.0
14.2477665,-5.610542,75610170.0
14.254433,-5.637393,75627120.0
14.253748,-5.6601286,75644060.0
14.223407,-5.6999593,75661016.0
14.161613,-5.7527547,75677970.0
14.239624,-5.7253,75694910.0
14.21451,-5.7690945,75711864.0
14.219769,-5.7898154,75728820.0
14.185719,-5.8101835,75745760.0
14.126019,-5.8366904,75762710.0
13.908796,-5.8359323,75779660.0
13.859788,-5.848356,75796610.0
13.833535,-5.8465915,75813560.0
13.832272,-5.8529396,75830510.0
13.789875,-5.851569,75847460.0
13.837103,-5.8620896,75864410.0
13.772859,-5.8444915,75881350.0
13.750354,-5.8426256,75898300.0
13.721827,-5.840142,75915256.0
13.703713,-5.837258,75932200.0
13.70075,-5.83848,75949150.0
13.676428,-5.8146706,75966104.0
13.623405,-5.748414,75983050.0
13.606564,-5.6951513,76000000.0
13.581516,-5.667345,76016950.0
13.578066,-5.6510434,76033896.0
13.565525,-5.6315904,76050850.0
13.548262,-5.582052,76067790.0
13.554537,-5.505108,76084744.0
13.542805,-5.44359,76101700.0
13.535027,-5.413995,76118640.0
13.607843,-5.288719,76135590.0
13.539284,-5.374424,76152540.0
13.538065,-5.350237,76169490.0
13.544512,-5.3277426,76186440.0
13.561502,-5.303362,76203390.0
13.695015,-5.169524,76220340.0
13.734744,-5.130932,76237290.0
13.7516365,-5.111047,76254240.0
13.782492,-5.114232,76271180.0
13.798599,-5.099409,76288136.0
13.851021,-5.071433,76305090.0
13.922633,-5.033471,76322030.0
13.970321,-5.0106916,76338984.0
13.990887,-5.0032816,76355940.0
13.972326,-5.0126195,76372880.0
14.0033245,-4.991966,76389830.0
14.037762,-4.979844,76406776.0
14.054203,-4.980278,76423730.0
14.009232,-4.9792714,76440680.0
14.188408,-5.011115,76457624.0
14.079475,-4.9717355,76474580.0
14.230677,-5.04088,76491530.0
14.21829,-5.020435,76508470.0
14.26167,-5.039236,76525420.0
14.3277,-5.0866,76542370.0
14.365452,-5.1256332,76559320.0
14.395344,-5.181501,76576270.0
14.403141,-5.16104,76593220.0
14.44231,-5.207494,76610170.0
14.471955,-5.276866,76627120.0
14.485843,-5.3411756,76644060.0
14.499565,-5.368556,76661016.0
14.50495,-5.392466,76677970.0
14.500634,-5.4158154,76694910.0
14.513394,-5.466644,76711864.0
14.492964,-5.542816,76728820.0
14.53381,-5.4728703,76745760.0
14.46537,-5.6139555,76762710.0
14.455606,-5.630481,76779660.0
14.457172,-5.639104,76796610.0
14.430052,-5.6612697,76813560.0
14.497093,-5.6466794,76830510.0
14.45542,-5.699746,76847460.0
14.429005,-5.7281156,76864410.0
14.427074,-5.741929,76881350.0
14.407269,-5.766378,76898300.0
14.397306,-5.7744203,76915256.0
14.376625,-5.791018,76932200.0
14.219321,-5.789451,76949150.0
14.146681,-5.789124,76966104.0
14.062523,-5.793491,76983050.0
14.026425,-5.7795897,77000000.0
14.006467,-5.7804346,77016950.0
13.998283,-5.7778144,77033896.0
13.95216,-5.7696657,77050850.0
13.8876095,-5.7160573,77067790.0
13.930136,-5.772249,77084744.0
13.903264,-5.751087,77101700.0
13.818039,-5.6465416,77118640.0
13.861642,-5.743612,77135590.0
13.764772,-5.603853,77152540.0
13.7554245,-5.629564,77169490.0
13.74758,-5.600895,77186440.0
13.724583,-5.577985,77203390.0
13.746328,-5.5385127,77220340.0
13.69537,-5.555708,77237290.0
13.690926,-5.5309076,77254240.0
13.692859,-5.508203,77271180.0
13.7017,-5.3904843,77288136.0
13.69603,-5.3708057,77305090.0
13.656153,-5.4870424,77322030.0
13.658075,-5.484183,77338984.0
13.651003,-5.462576,77355940.0
13.640085,-5.456176,77372880.0
13.647675,-5.439476,77389830.0
13.635845,-5.441201,77406776.0
13.647675,-5.4160385,77423730.0
13.628216,-5.4172883,77440680.0
13.639317,-5.4239826,77457624.0
13.6786785,-5.299916,77474580.0
13.6464,-5.3908906,77491530.0
13.633532,-5.394471,77508470.0
13.635805,-5.3964653,77525420.0
13.628519,-5.3780265,77542370.0
13.634468,-5.3708777,77559320.0
13.630201,-5.369756,77576270.0
13.615662,-5.3735456,77593220.0
13.60969,-5.372783,77610170.0
13.635183,-5.354186,77627120.0
13.696732,-5.2547064,77644060.0
13.62956,-5.3519306,77661016.0
13.634468,-5.3474402,77677970.0
13.647734,-5.3510494,77694910.0
13.702555,-5.244114,77711864.0
13.702555,-5.244114,77728820.0
13.707304,-5.241446,77745760.0
13.641243,-5.3294945,77762710.0
13.641243,-5.3294945,77779660.0
13.63177,-5.3241606,77796610.0
13.63177,-5.3241606,77813560.0
13.640223,-5.3285675,77830510.0
13.640223,-5.3285675,77847460.0
13.662487,-5.3094916,77864410.0
13.68679,-5.3116026,77881350.0
13.66032,-5.3075542,77898300.0
13.682741,-5.306414,77915256.0
13.65707,-5.304549,77932200.0
13.652656,-5.3028336,77949150.0
13.658794,-5.3056345,77966104.0
13.72243,-5.2058873,77983050.0
13.671996,-5.3065047,78000000.0
13.72243,-5.2058873,78016950.0
13.66287,-5.304414,78033896.0
13.659742,-5.3021307,78050850.0
