X,Y,time
15.241894,-4.38025,58389830.0
15.241894,-4.38025,58406780.0
15.260136,-4.3794703,58423730.0
15.308765,-4.348281,58440676.0
15.348455,-4.3401866,58457628.0
15.372273,-4.3176107,58474576.0
15.3770685,-4.3003793,58491524.0
15.393351,-4.2936463,58508470.0
15.400488,-4.2879143,58525424.0
15.409397,-4.2918205,58542372.0
15.41711,-4.2764854,58559320.0
15.41711,-4.2764854,58576270.0
15.41711,-4.2764854,58593220.0
15.338147,-4.2689347,58610170.0
15.335213,-4.2668376,58627120.0
15.447315,-4.345408,58644068.0
15.44581,-4.361128,58661016.0
15.4226055,-4.292492,58677970.0
15.459555,-4.3490953,58694916.0
15.459246,-4.3479953,58711864.0
